Country Name,Country Code,Series Name,Series Code,2019 [YR2019]
Mali,MLI,Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,..
Mauritania,MRT,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..
Mauritania,MRT,Female genital mutilation prevalence (%),SH.STA.FGMS.ZS,..
Mauritania,MRT,Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,..
Mauritania,MRT,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..
Mauritania,MRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..
Mauritania,MRT,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,32
Mauritania,MRT,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,72.9
Mauritania,MRT,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,20.2614379084967
Mauritania,MRT,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..
Mauritania,MRT,Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,..
Mauritius,MUS,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..
Mauritius,MUS,Female genital mutilation prevalence (%),SH.STA.FGMS.ZS,..
Mauritius,MUS,Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,..
Mauritius,MUS,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..
Mauritius,MUS,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..
Mauritius,MUS,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,10.2
Mauritius,MUS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,16
Mauritius,MUS,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,20
Mauritius,MUS,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..
Mauritius,MUS,Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,..
Mozambique,MOZ,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..
Mozambique,MOZ,Female genital mutilation prevalence (%),SH.STA.FGMS.ZS,..
Mozambique,MOZ,Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,..
Mozambique,MOZ,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..
Mozambique,MOZ,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..
Mozambique,MOZ,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,28.5
Mozambique,MOZ,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,74.2
Mozambique,MOZ,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,41.2
Mozambique,MOZ,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..
Mozambique,MOZ,Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,..
Namibia,NAM,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..
Namibia,NAM,Female genital mutilation prevalence (%),SH.STA.FGMS.ZS,..
Namibia,NAM,Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,..
Namibia,NAM,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..
Namibia,NAM,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..
Namibia,NAM,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,19.1
Namibia,NAM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,42.4
Namibia,NAM,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,42.7083333333333
Namibia,NAM,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..
Namibia,NAM,Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,..
Niger,NER,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..
Niger,NER,Female genital mutilation prevalence (%),SH.STA.FGMS.ZS,..
Niger,NER,Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,..
Niger,NER,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..
Niger,NER,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..
Niger,NER,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,24.3
Niger,NER,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,80.4
Niger,NER,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,16.9590643274854
Niger,NER,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..
Niger,NER,Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,..
Nigeria,NGA,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..
Nigeria,NGA,Female genital mutilation prevalence (%),SH.STA.FGMS.ZS,..
Nigeria,NGA,Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,..
Nigeria,NGA,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..
Nigeria,NGA,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..
Nigeria,NGA,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,35.9
Nigeria,NGA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,117.2
Nigeria,NGA,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,3.38028169014084
Nigeria,NGA,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..
Nigeria,NGA,Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,..
Senegal,SEN,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..
Senegal,SEN,Female genital mutilation prevalence (%),SH.STA.FGMS.ZS,..
Senegal,SEN,Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,..
Senegal,SEN,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..
Senegal,SEN,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..
Senegal,SEN,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,22
Senegal,SEN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,45.3
Senegal,SEN,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,41.8181818181818
Senegal,SEN,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..
Senegal,SEN,Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,..
Seychelles,SYC,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..
Seychelles,SYC,Female genital mutilation prevalence (%),SH.STA.FGMS.ZS,..
Seychelles,SYC,Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,..
Seychelles,SYC,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..
Seychelles,SYC,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..
Seychelles,SYC,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,8.6
Seychelles,SYC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,14.2
Seychelles,SYC,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,21.2121212121212
Seychelles,SYC,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..
Seychelles,SYC,Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,..
Sierra Leone,SLE,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..
Sierra Leone,SLE,Female genital mutilation prevalence (%),SH.STA.FGMS.ZS,..
Sierra Leone,SLE,Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,..
Sierra Leone,SLE,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..
Sierra Leone,SLE,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..
Sierra Leone,SLE,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,31.2
Sierra Leone,SLE,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,109.2
Sierra Leone,SLE,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,12.3287671232877
Sierra Leone,SLE,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..
Sierra Leone,SLE,Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,..
Somalia,SOM,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..
Somalia,SOM,Female genital mutilation prevalence (%),SH.STA.FGMS.ZS,..
Somalia,SOM,Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,..
Somalia,SOM,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..
Somalia,SOM,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..
Somalia,SOM,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,36.9
Somalia,SOM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,117
Somalia,SOM,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,24.3636363636364
Somalia,SOM,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..
Somalia,SOM,Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,..
South Africa,ZAF,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..
South Africa,ZAF,Female genital mutilation prevalence (%),SH.STA.FGMS.ZS,..
South Africa,ZAF,Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,33.2599983215332
South Africa,ZAF,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..
South Africa,ZAF,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..
South Africa,ZAF,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,11.5
South Africa,ZAF,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,34.5
South Africa,ZAF,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,46.3476070528967
South Africa,ZAF,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..
South Africa,ZAF,Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,..
Burundi,BDI,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..
Burundi,BDI,Female genital mutilation prevalence (%),SH.STA.FGMS.ZS,..
Burundi,BDI,Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,..
Burundi,BDI,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..
Burundi,BDI,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..
Burundi,BDI,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,21
Burundi,BDI,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,56.5
Burundi,BDI,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,36.3636363636364
Burundi,BDI,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..
Burundi,BDI,Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,..
Eswatini,SWZ,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..
Eswatini,SWZ,Female genital mutilation prevalence (%),SH.STA.FGMS.ZS,..
Eswatini,SWZ,Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,..
Eswatini,SWZ,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..
Eswatini,SWZ,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..
Eswatini,SWZ,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,18.4
Eswatini,SWZ,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,49.4
Eswatini,SWZ,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,7.2463768115942
Eswatini,SWZ,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..
Eswatini,SWZ,Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,..
Togo,TGO,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..
Togo,TGO,Female genital mutilation prevalence (%),SH.STA.FGMS.ZS,..
Togo,TGO,Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,..
Togo,TGO,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..
Togo,TGO,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..
Togo,TGO,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,24.8
Togo,TGO,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,66.9
Togo,TGO,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,16.4835164835165
Togo,TGO,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..
Togo,TGO,Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,..
Uganda,UGA,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..
Uganda,UGA,Female genital mutilation prevalence (%),SH.STA.FGMS.ZS,..
Uganda,UGA,Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,..
Uganda,UGA,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..
Uganda,UGA,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..
Uganda,UGA,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,20
Uganda,UGA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,45.8
Uganda,UGA,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,34.8583877995643
Uganda,UGA,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..
Uganda,UGA,Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,..
Tanzania,TZA,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..
Tanzania,TZA,Female genital mutilation prevalence (%),SH.STA.FGMS.ZS,..
Tanzania,TZA,Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,..
Tanzania,TZA,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..
Tanzania,TZA,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..
Tanzania,TZA,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,20.3
Tanzania,TZA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,50.3
Tanzania,TZA,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,36.8956743002545
Tanzania,TZA,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..
Tanzania,TZA,Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,..
Zambia,ZMB,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..
Zambia,ZMB,Female genital mutilation prevalence (%),SH.STA.FGMS.ZS,..
Zambia,ZMB,Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,..
Zambia,ZMB,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,41.5
Zambia,ZMB,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..
Zambia,ZMB,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,23.3
Zambia,ZMB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,61.7
Zambia,ZMB,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,17.9640718562874
Zambia,ZMB,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..
Zambia,ZMB,Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,..
Zimbabwe,ZWE,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..
Zimbabwe,ZWE,Female genital mutilation prevalence (%),SH.STA.FGMS.ZS,..
Zimbabwe,ZWE,Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,..
Zimbabwe,ZWE,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..
Zimbabwe,ZWE,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..
Zimbabwe,ZWE,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,25.9
Zimbabwe,ZWE,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,54.6
Zimbabwe,ZWE,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,31.8518518518519
Zimbabwe,ZWE,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..
Zimbabwe,ZWE,Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,..
Algeria,DZA,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..
Algeria,DZA,Female genital mutilation prevalence (%),SH.STA.FGMS.ZS,..
Algeria,DZA,Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,..
Algeria,DZA,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..
Algeria,DZA,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..
Algeria,DZA,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,16.3
Algeria,DZA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,23.3
Algeria,DZA,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,25.7575757575758
Algeria,DZA,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..
Algeria,DZA,Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,..
Libya,LBY,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..
Libya,LBY,Female genital mutilation prevalence (%),SH.STA.FGMS.ZS,..
Libya,LBY,Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,..
Libya,LBY,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..
Libya,LBY,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..
Libya,LBY,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,6.5
Libya,LBY,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,11.5
Libya,LBY,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,15.9574468085106
Libya,LBY,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..
Libya,LBY,Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,..
Morocco,MAR,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..
Morocco,MAR,Female genital mutilation prevalence (%),SH.STA.FGMS.ZS,..
Morocco,MAR,Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,..
Morocco,MAR,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,16.1
Morocco,MAR,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..
Morocco,MAR,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,13.6
Morocco,MAR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,21.4
Morocco,MAR,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,20.5063291139241
Morocco,MAR,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..
Morocco,MAR,Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,..
Rwanda,RWA,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..
Rwanda,RWA,Female genital mutilation prevalence (%),SH.STA.FGMS.ZS,..
Rwanda,RWA,Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,..
Rwanda,RWA,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,26.5
Rwanda,RWA,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..
Rwanda,RWA,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,15.9
Rwanda,RWA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,34.3
Rwanda,RWA,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,61.25
Rwanda,RWA,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..
Rwanda,RWA,Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,..
Sao Tome and Principe,STP,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..
Sao Tome and Principe,STP,Female genital mutilation prevalence (%),SH.STA.FGMS.ZS,..
Sao Tome and Principe,STP,Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,..
Sao Tome and Principe,STP,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..
Sao Tome and Principe,STP,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..
Sao Tome and Principe,STP,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,14.1
Sao Tome and Principe,STP,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,29.8
Sao Tome and Principe,STP,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,14.5454545454545
Sao Tome and Principe,STP,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..
Sao Tome and Principe,STP,Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,..
Tunisia,TUN,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..
Tunisia,TUN,Female genital mutilation prevalence (%),SH.STA.FGMS.ZS,..
Tunisia,TUN,Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,..
Tunisia,TUN,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..
Tunisia,TUN,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..
Tunisia,TUN,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,11.9
Tunisia,TUN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,16.9
Tunisia,TUN,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,22.5806451612903
Tunisia,TUN,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..
Tunisia,TUN,Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,..
"Egypt, Arab Rep.",EGY,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..
"Egypt, Arab Rep.",EGY,Female genital mutilation prevalence (%),SH.STA.FGMS.ZS,..
"Egypt, Arab Rep.",EGY,Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,..
"Egypt, Arab Rep.",EGY,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..
"Egypt, Arab Rep.",EGY,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..
"Egypt, Arab Rep.",EGY,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,11.1
"Egypt, Arab Rep.",EGY,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,20.3
"Egypt, Arab Rep.",EGY,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,14.9328859060403
"Egypt, Arab Rep.",EGY,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..
"Egypt, Arab Rep.",EGY,Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,..
,,,,
,,,,
,,,,
Data from database: Sustainable Development Goals (SDGs),,,,
Last Updated: 09/24/2020,,,,
